name,cnpj,isin,assetCode,fundBegin,currency,isEsg,manager,administrator,custody,investmentType,categoryCvm,anbimaRating,benchmark,applyOpen,minimumInitialInvestment,minimumMoviment,minimumBalanceRemain,timeLimit,hourInvestimentRescue,investimentQuota,rescueQuota,rescueFinancialSettlement,investmentFinancialSettlement,administrationFee,administrationFeeMax,performanceFee,profitabilityDay,profitabilityMonth,profitabilityYear,subcategoryInitials,subclassCode,isExternalPensionFund,isPensionFund,fundCGE
BTGP SYNERGY LONG ONLY FIF EM ACOES,60018334000114,,13211969,2025-03-31T00:00:00.000-0300,BRL,false,BTG PACTUAL ASSET MANAGEMENT S.A. DISTRIBUIDORA DE,BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Ações,Ações Livre,IBOVESPA,true,0,1,0,14:40,14:40,D+1,D+30,D+32,D+0,2,,20,-1.1696048000000001,-1.1520086,16.5348616,LONG_ONLY,SGMN21742567576,false,false,20422641
MERAKI HORUS FIRF,46442473000140,BR0CIZCTF001,7601735,2022-06-24T00:00:00.000-0300,BRL,false,MERAKI CAPITAL GESTAO DE RECURSOS LTDA,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores qualificados,Renda Fixa,Renda Fixa Simples,CDI,true,1,1,1,15:20,15:20,D+0,D+0,D+0,D+0,0.2,,20,0.0589193,0.4003685,5.2407732,ATIVO,,false,false,8304249
KAPITALO ZETA II FICFIM ACCESS,35088117000153,BR08FQCTF008,5063487,2019-12-23T00:00:00.000-0300,BRL,false,BTG PACTUAL GESTAO E CONSULTORIA DE INVESTIMENTOS,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores qualificados,Multimercados,Multimercados Macro,-,true,10000,10000,10000,13:40,13:40,D+0,D+60,D+61,D+0,0,,,-0.6914068,-1.5884681,-0.3032185,,,false,false,2830360
IP Participações IPG FIC FIA RL,12082452000149,BRORM2CTF009,1622166,2010-07-13T00:00:00.000-0300,BRL,false,INVESTIDOR PROFISSIONAL GESTAO DE RECURSOS LTDA,BNY MELLON SERVICOS FINANCEIROS DTVM S/A,BNY MELLON BANCO S.A,Investidores em geral (Não qualificados),Ações,Ações Livre,IBX,true,1000,100,0,14:10,14:10,D+1,D+30,D+32,D+0,2,,20,-0.1606145,-2.1225545,-3.5109209,LONG_ONLY,,false,false,529067
ABS HIDRA FIC FM PCO,51112363000150,,8060082,2023-06-29T00:00:00.000-0300,BRL,false,ABSOLUTE DHAMA GESTAO DE INVESTIMENTOS LTDA,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Renda Fixa,RF duração livre crédito livre,CDI,true,500,100,100,14:10,14:10,D+0,D+30,D+31,D+0,0.68,,20,-0.0039741,0.2733442,3.7263847,INFLACAO,,false,false,8705038
Claritas Valor FIA Subclasse B,11357735000193,,14684851,2010-03-17T00:00:00.000-0300,BRL,false,PRINCIPAL ASSET MANAGEMENT LTDA,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,,Investidores em geral (Não qualificados),Ações,Ações Livre,CDI,true,0,0,0,14:40,14:40,D+1,D+31,D+33,D+0,0.5,,0,-0.556846,-2.4936766,-2.8680406,LONG_ONLY,YGNKL1753216883,false,false,22531581
Novus Incentivado Infra FICFIRF,54484843000130,BR0J01CTF006,11057472,2024-09-13T00:00:00.000-0300,BRL,false,NOVUS CAPITAL GESTORA DE RECURSOS LTDA,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Renda Fixa,RF duração livre crédito livre,CDI,true,0,1,0,15:20,15:20,D+0,D+30,D+31,D+0,0.98,,25,0.0978015,1.1052487,3.2021284,ATIVO,,false,false,19217542
BLACKROCK GL BOND FICFIM IE,33361798000156,BR01QRCTF008,2586765,2019-06-27T00:00:00.000-0300,BRL,false,BLACKROCK BRASIL GESTORA DE INVESTIMENTOS LTDA,BANCO BNP PARIBAS BRASIL S.A.,BANCO BNP PARIBAS BRASIL S.A.,Investidores qualificados,Multimercados,Multimercados Investimento no Exterior,-,true,1000,100,500,14:10,14:10,D+1,D+1,D+5,D+0,0.8,,,0.2039683,0.8361609,4.7853741,CREDITO_POS,,false,false,949414
T.ROWE GL ALLOC DOLAR FICFIM IE,37504085000155,,4188555,2020-08-03T00:00:00.000-0300,USD,false,BTG PACTUAL ASSET MANAGEMENT S.A. DISTRIBUIDORA DE,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores qualificados,Multimercados,Multimercados Investimento no Exterior,-,true,5000,5000,5000,15:00,15:00,D+1,D+1,D+6,D+0,1,,,0.3722931,0.7572478,-3.1960285,,,false,false,1180186
WESTERN ASSET US INDEX 500 FIM,17453850000148,,1695324,2013-04-30T00:00:00.000-0300,BRL,false,FRANKLIN TEMPLETON BRASIL LTDA,BANCO BNP PARIBAS BRASIL S.A.,BANCO BNP PARIBAS BRASIL S.A.,Investidores em geral (Não qualificados),Multimercados,Multimercados Estrategica Especifica,-,true,500,100,500,14:10,14:10,D+0,D+0,D+1,D+0,1,,,-0.4689533,-0.5463333,13.2058486,LONG_ONLY,,false,false,544704
PRUMO CAPITAL FIA BDR N1,16987508000165,BRPRU3CTF006,1982754,2013-09-02T00:00:00.000-0300,BRL,false,PRUMO CAPITAL GESTORA DE RECURSOS LTDA.,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BNY MELLON BANCO S.A,Investidores qualificados,Ações,Ações Livre,IPCA,true,1000,100,1000,15:20,15:20,D+1,D+30,D+32,D+0,2,,20,-0.2565188,-2.7810046,-4.2066032,LONG_ONLY,,false,false,774658
EMPIRICUS DOLAR FI CAMBIAL,33952939000105,BR02G0CTF008,5785900,2020-03-16T00:00:00.000-0300,BRL,false,EMPIRICUS ASSET MANAGEMENT LTDA,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Cambial,Cambial,DOLAR,true,1000,100,100,16:10,16:10,D+0,D+0,D+1,D+0,0.05,,,0.5008065,1.1749689,-5.320232,,,false,false,3892819
QUANTITAS MALLORCA FICFIM,22918359000185,BRQTTSCTF006,1791218,2016-02-22T00:00:00.000-0300,BRL,false,QUANTITAS GESTAO DE RECURSOS LTDA.,INTRAG DISTR DE TITULOS EVALORES MOBILIARIOS LTDA,ITAU UNIBANCO S.A.,Investidores em geral (Não qualificados),Multimercados,Multimercados Macro,CDI,true,1000,1000,1000,14:10,14:10,D+0,D+14,D+15,D+0,1.8,,20,0.0875602,-0.4096459,3.4291773,,,false,false,582089
VINCI SELECAO FIA,12287682000144,BRAPG6CTF006,1700630,2011-03-31T00:00:00.000-0300,BRL,false,VINCI EQUITIES GESTORA DE RECURSOS LTDA,BEM DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS,BANCO BRADESCO S.A.,Investidores em geral (Não qualificados),Ações,Ações Livre,-,true,500,500,500,14:10,14:10,D+1,D+12,D+14,D+0,2.97,,,-0.3507874,-2.0614657,2.7567341,LONG_ONLY,,false,false,545870
ARBOR II FICFIA BDR NIVEL I,47756349000111,BR0DDMCTF008,8375419,2022-09-21T00:00:00.000-0300,BRL,false,ARBOR GESTAO DE RECURSOS LTDA,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Ações,Ações Livre,-,true,1000,100,1000,15:20,15:20,D+0,D+10,D+12,D+0,1.87,,20,0.1979714,-1.082199,3.5319699,LONG_ONLY,,false,false,8858283
DAYCOVAL CLASSIC FIRF CrPr,10783480000168,,1663970,2009-04-28T00:00:00.000-0300,BRL,false,DAYCOVAL ASSET MANAGEMENT ADM DE RECURSOS LTDA,BANCO DAYCOVAL S.A.,BANCO DAYCOVAL S.A.,Investidores em geral (Não qualificados),Renda Fixa,RF duração baixa grau de investimento,CDI,true,1,1,1,13:40,13:40,D+0,D+0,D+1,D+0,0.4,,,0.0632063,0.6353249999999999,6.3489341,CREDITO_POS,,false,false,534914
LEBLON ACOES II INST FICFIA,26768800000140,BRLEB8CTF007,1578341,2017-03-24T00:00:00.000-0300,BRL,false,LEBLON EQUITIES GESTAO DE RECURSOS LTDA.,BNY MELLON SERVICOS FINANCEIROS DTVM S/A,BNY MELLON SERVICOS FINANCEIROS DTVM S/A,Investidores em geral (Não qualificados),Ações,Ações Livre,IBOVESPA,true,1000,1000,100,14:10,14:10,D+1,D+27,D+30,D+0,2,,20,-0.21934990000000001,-3.3202115,1.4552893,LONG_ONLY,,false,false,519514
QR BLOCKCHAIN ASSETS FIM IE,34508815000106,,5710778,2020-03-31T00:00:00.000-0300,BRL,false,QR CAPITAL GESTORA DE RECURSOS LTDA,BNY MELLON SERVICOS FINANCEIROS DTVM S/A,BNY MELLON SERVICOS FINANCEIROS DTVM S/A,Investidores em geral (Não qualificados),Multimercados,Multimercado livre,CDI,true,1,1,0,14:10,14:10,D+1,D+7,D+10,D+0,2,,20,-0.4545014,-1.5578908,-16.5951928,CRIPTOATIVO,,false,false,3066759
Squadra Long Biased FICFIA Access,32300293000119,,3651682,2019-02-05T00:00:00.000-0300,BRL,false,BTG PACTUAL GESTAO E CONSULTORIA DE INVESTIMENTOS,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores qualificados,Ações,Ações Livre,-,false,10000,10000,10000,14:10,14:10,D+1,D+60,D+62,D+0,0,,,-0.2108304,-3.3375314,-6.8490272,LONG_BIASED,,false,false,1166950
Porto Ipe FICFIRF CrPr LP,35378376000119,BR0381CTF006,2985289,2019-11-29T00:00:00.000-0300,BRL,false,PORTO SEGURO INVESTIMENTOS LTDA,INTRAG DISTR DE TITULOS EVALORES MOBILIARIOS LTDA,ITAU UNIBANCO S.A.,Investidores em geral (Não qualificados),Renda Fixa,RF duração livre crédito livre,CDI,true,3000,100,1000,14:10,14:10,D+0,D+29,D+30,D+0,0.5,,20,0.068398,0.5552781,6.1430149,CREDITO_POS,,false,false,1035202
Venice RC Arsenale FIM,45681874000190,,6072758,2022-06-23T00:00:00.000-0300,BRL,false,VENICE RC GESTAO DE RECURSOS LTDA.,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Multimercados,Multimercado livre,CDI,true,10000,1000,5000,15:20,15:20,D+0,D+15,D+16,D+0,2,,20,0.0304111,0.2373285,6.2797888,,,false,false,4202087
SPX Seahawk Global FICFIM CrPr RL,34781162000126,BR02RECTF002,4739116,2021-06-08T00:00:00.000-0300,BRL,false,SPX GESTAO DE RECURSOS LTDA,INTRAG DISTR DE TITULOS EVALORES MOBILIARIOS LTDA,ITAU UNIBANCO S.A.,Investidores qualificados,Multimercados,Multimercados Estrategica Especifica,CDI,true,1000,500,1000,14:10,14:10,D+0,D+30,D+31,D+0,0.8,,20,-0.020475,0.7160837,6.8524815,CREDITO_POS,,false,false,2341056
BTG MULTIGESTOR GL EQUITIES BRL FIA,41287933000199,BR084NCTF004,5091663,2021-04-14T00:00:00.000-0300,BRL,false,BTG PACTUAL GESTAO E CONSULTORIA DE INVESTIMENTOS,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores qualificados,Ações,Ações Investimento no Exterior,-,true,5000,1000,5000,15:20,15:20,D+1,D+1,D+6,D+0,0.5,,20,-0.3341845,-0.5210873,9.4588125,LONG_ONLY,,false,false,2853079
BNP PARIBAS FIC FII INFRA DEBEN INCEN RF,38443033000189,BR07ESCTF009,4201222,2020-03-30T00:00:00.000-0300,BRL,false,BNP PARIBAS ASSET MANAGEMENT BRASIL LTDA,BANCO BNP PARIBAS BRASIL S.A.,BANCO BNP PARIBAS BRASIL S.A.,Investidores em geral (Não qualificados),Renda Fixa,RF duração livre crédito livre,IPCA,true,500,500,500,14:10,14:10,D+0,D+29,D+30,D+0,0.98,,,0.348188,0.8830066,4.1508991,INFLACAO,,false,false,1391241
OCCAM INST FICFIM II,15578417000103,BRPLC5CTF009,1698254,2012-07-06T00:00:00.000-0300,BRL,false,OCCAM BRASIL GESTAO DE RECURSOS LTDA.,BNY MELLON SERVICOS FINANCEIROS DTVM S/A,BNY MELLON BANCO S.A,Investidores em geral (Não qualificados),Multimercados,Multimercado livre,CDI,true,1000,1,0,14:10,14:10,D+0,D+0,D+1,D+0,1,,20,0.1394639,0.7328667,4.6708713,,,false,false,545040
AZ QUEST LOW VOL FIM,10320188000109,BRLOW4CTF009,1665090,2008-11-28T00:00:00.000-0300,BRL,false,AZ QUEST INVESTIMENTOS LTDA.,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Multimercados,Multimercados Dinâmico,CDI,true,500,300,500,16:10,16:10,D+0,D+0,D+1,D+0,0.85,,20,0.0199006,0.6672426,6.3199976,ATIVO,,false,false,537030
KAPITALO ZETA MERIDIA FICFIM,42831231000197,BR09MRCTF000,6142186,2022-04-25T00:00:00.000-0300,BRL,false,KAPITALO INVESTIMENTOS LTDA,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores qualificados,Multimercados,Multimercado livre,CDI,true,500,100,100,14:50,14:50,D+0,D+60,D+62,D+0,2,,20,-0.6879687,-1.712837,-1.6854146,,,false,false,4266311
APEX ACOES 30 FICFIA,15862830000103,BRAPE5CTF000,1676103,2012-08-20T00:00:00.000-0300,BRL,false,APEX CAPITAL LTDA.,BNY MELLON SERVICOS FINANCEIROS DTVM S/A,BNY MELLON BANCO S.A,Investidores em geral (Não qualificados),Ações,Ações Livre,IBOVESPA,true,500,100,100,14:10,14:10,D+1,D+30,D+32,D+0,1.9000000000000001,,20,-0.7603737,-2.5337454,-6.0747546,LONG_ONLY,,false,false,539561
Itau Soneto FICFIDC,59201703000120,BR0N9OCTF006,13155576,2025-03-13T00:00:00.000-0300,BRL,false,ITAU UNIBANCO ASSET MANAGEMENT LTDA,INTRAG DISTR DE TITULOS EVALORES MOBILIARIOS LTDA,,Investidores qualificados,Direitos Creditórios,Direitos Creditórios,CDI,false,1,1,1,12:10,12:10,D+0,D+21,D+22,D+0,0.85,,20,0.0592152,0.6156717,6.1161877,CREDITO_ESTRUTURADO_1,,false,false,20301380
MAPFRE INVERSION FIM,07187591000105,BRVVIPCTF001,2365474,2006-01-09T00:00:00.000-0300,BRL,false,MAPFRE DTVM SA,BNY MELLON SERVICOS FINANCEIROS DTVM S/A,BNY MELLON BANCO S.A,Investidores em geral (Não qualificados),Multimercados,Multimercados Macro,CDI,true,500,100,0,14:10,14:10,D+0,D+29,D+30,D+0,2,,20,-0.07497090000000001,-0.5775103,6.2423086,,,false,false,911147
Absolute Pace Long Biased FICFIA,32073525000143,BR00U6CTF009,1851141,2018-12-27T00:00:00.000-0300,BRL,false,ABSOLUTE GESTAO DE INVESTIMENTOS LTDA.,BNY MELLON SERVICOS FINANCEIROS DTVM S/A,BNY MELLON BANCO S.A,Investidores qualificados,Ações,Ações Livre,IBOVESPA,false,5000,500,3000,13:40,13:40,D+1,D+30,D+32,D+0,1.9000000000000001,,20,-0.21739699999999998,-2.191604,3.2514476,LONG_BIASED,,false,false,613656
CAPITANIA PREMIUM FIC FIRF CrPr LP,20146294000171,BRCTP8CTF005,1635887,2014-11-06T00:00:00.000-0300,BRL,false,CAPITANIA CAPITAL S/A,BNY MELLON SERVICOS FINANCEIROS DTVM S/A,BNY MELLON BANCO S.A,Investidores em geral (Não qualificados),Renda Fixa,RF duração média crédito livre,CDI,false,1000,1000,1000,14:10,14:10,D+0,D+44,D+45,D+0,0.55,,15,-0.0209979,0.5081392,2.0161003,CREDITO_POS,,false,false,532475
AZ QUEST LUCE FICFIRF CrPr LP,23556185000110,BRAZQ3CTF009,1648967,2015-12-11T00:00:00.000-0300,BRL,false,AZ QUEST MZK INVESTIMENTOS MACRO E CREDITO LTDA,BNY MELLON SERVICOS FINANCEIROS DTVM S/A,BNY MELLON BANCO S.A,Investidores em geral (Não qualificados),Renda Fixa,RF duração livre grau de investimento,CDI,false,500,500,500,14:10,14:10,D+0,D+0,D+1,D+0,0.4,,,0.056183500000000004,0.6038279999999999,5.3426243,CREDITO_POS,,false,false,534835
NEO NAVITAS B FICFIA,26218614000138,BRNVT2CTF007,1794721,2017-02-16T00:00:00.000-0300,BRL,false,NEO EQUITIES GESTAO DE RECURSOS LTDA,INTRAG DISTR DE TITULOS EVALORES MOBILIARIOS LTDA,ITAU UNIBANCO S.A.,Investidores em geral (Não qualificados),Ações,Ações Valor/Crescimento,IBOVESPA,true,1000,1000,1000,13:40,13:40,D+1,D+30,D+32,D+0,2,,20,-0.27657370000000003,-2.428657,-5.2251771,LONG_ONLY,,false,false,586222
Empiricus Selic Simples FIRF,35816893000122,BR0446CTF007,5785902,2020-03-23T00:00:00.000-0300,BRL,false,EMPIRICUS ASSET MANAGEMENT LTDA,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Renda Fixa,Renda Fixa Simples,CDI,true,1,1,1,16:25,16:25,D+0,D+0,D+0,D+0,0,,,0.053095500000000004,0.6430177,6.4171329,POS_FIXADO,,false,false,3892814
OCCAM LS PLUS FICFIA,17164789000119,BRBRP3CTF009,1808625,2012-12-19T00:00:00.000-0300,BRL,false,OCCAM BRASIL GESTAO DE RECURSOS LTDA.,BNY MELLON SERVICOS FINANCEIROS DTVM S/A,BNY MELLON BANCO S.A,Investidores em geral (Não qualificados),Multimercados,Multimercados Long And Short Direcional,-,true,5000,1,0,14:10,14:10,D+1,D+30,D+32,D+0,3,,,-0.0578968,-0.041463,0.13280050000000002,LONG_SHORT,,false,false,591924
Franklin Clearbridge Infra Value FIA IE,26370126000141,BRLMS3CTF009,1728295,2017-08-11T00:00:00.000-0300,BRL,false,FRANKLIN TEMPLETON INVESTIMENTOS (BRASIL) LTDA,BANCO BNP PARIBAS BRASIL S.A.,BANCO BNP PARIBAS BRASIL S.A.,Investidores qualificados,Ações,Ações Investimento no Exterior,-,true,500,100,100,14:10,14:10,D+1,D+1,D+5,D+0,1,,,-0.1151838,1.5197022,14.3471388,SMALL_CAPS,,false,false,556511
Ibiuna Credit IPCA+ Deb Incent Subclasse,63611704000110,,16072008,2025-11-28T00:00:00.000-0300,BRL,false,IBIUNA CREDITO GESTAO DE RECURSOS LTDA,BEM DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS,,Investidores em geral (Não qualificados),Renda Fixa,RF duração livre grau de investimento,CDI,true,1000,100,1000,14:10,14:10,D+0,D+30,D+31,D+0,0.75,,20,-0.026189900000000002,0.1680999,5.7076215,INFLACAO,RGPZ91762872805,false,false,59944273
VINCI VALOREM FIM,13396703000122,BRVCLJCTF008,1751167,2012-08-21T00:00:00.000-0300,BRL,false,VINCI SOLUCOES DE INVESTIMENTOS LTDA,BEM DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS,BANCO BRADESCO S.A.,Investidores em geral (Não qualificados),Multimercados,Multimercados Juros e Moedas,IMA-B5,true,500,1,500,14:10,14:10,D+0,D+1,D+2,D+0,1,,20,0.0143294,0.4609085,6.8467683,INFLACAO,,false,false,563907
Polo Long Bias I FICFIM,27347332000101,BRPLB1CTF009,1748444,2017-10-04T00:00:00.000-0300,BRL,false,POLO CAPITAL GESTAO DE RECURSOS LTDA,BNY MELLON SERVICOS FINANCEIROS DTVM S/A,BNY MELLON BANCO S.A,Investidores em geral (Não qualificados),Multimercados,Multimercado livre,-,true,1000,1000,1000,14:10,14:10,D+1,D+30,D+32,D+0,1.8,,20,-0.5981348,-1.1738287,-6.7732647,LONG_BIASED,,false,false,559208
BTG Capital Markets FIRF,04501865000192,,3842213,2021-06-24T00:00:00.000-0300,BRL,false,BTG PACTUAL ASSET MANAGEMENT S.A. DISTRIBUIDORA DE,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Renda Fixa,RF duração livre grau de investimento,-,true,500,100,100,15:20,15:20,D+0,D+0,D+0,D+0,0.25,,,0.0583585,0.6953831,6.421501999999999,POS_FIXADO,,false,false,1173363
CAPSTONE MACRO FICFIM,35726908000161,BR046NCTF003,2539998,2020-03-31T00:00:00.000-0300,BRL,false,CAPSTONE PARTNERS GESTAO DE RECURSOS LTDA,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores qualificados,Multimercados,Multimercados Macro,CDI,false,50000,10000,50000,15:20,15:20,D+1,D+90,D+92,D+0,1.9000000000000001,,20,-0.0272796,-0.6116587,-1.0064924,,,false,false,942442
AZ QUEST AZIMUT EQ CHINA USD FICFIA IE,40102910000108,BR078GCTF000,4260893,2021-02-26T00:00:00.000-0300,RMB,false,AZ QUEST INVESTIMENTOS LTDA.,INTRAG DISTR DE TITULOS EVALORES MOBILIARIOS LTDA,ITAU UNIBANCO S.A.,Investidores qualificados,Ações,Ações Investimento no Exterior,IBOVESPA,true,1000,1000,1000,14:10,14:10,D+1,D+2,D+5,D+0,1,,,-0.9340303,-1.6542192,-15.3376068,LONG_ONLY,,false,false,1462274
HASHDEX 100 NASDAQ CRYPTO INDEX FIM,33736845000107,,2005860,2019-07-31T00:00:00.000-0300,BRL,false,HASHDEX GESTORA DE RECURSOS LTDA.,BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Multimercados,Multimercados Estrategica Especifica,CDI,true,500,100,100,15:20,15:20,D+1,D+1,D+6,D+0,1,,,-0.9944665,-10.1357464,-34.4184643,CRIPTOATIVO,FI3N41752603729,false,false,781813
AUGME 30 FICFIRF CrPr,14237118000142,BRCSC7CTF003,1972575,2011-12-06T00:00:00.000-0300,BRL,false,AUGME CAPITAL GESTAO DE RECURSOS LTDA.,BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM,S3 CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORE,Investidores em geral (Não qualificados),Renda Fixa,RF duração livre crédito livre,CDI,true,500,500,500,13:40,13:40,D+0,D+30,D+31,D+0,0.6,,20,0.1000145,0.6292607,5.8906376,CREDITO_POS,,false,false,769485
EMPIRICUS OPORTUNIDADES DE UMA VIDA FIA,34218763000125,BR0393CTF001,5537953,2019-12-30T00:00:00.000-0300,BRL,false,EMPIRICUS ASSET MANAGEMENT LTDA,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Ações,Ações Livre,IBOVESPA,true,1000,100,100,16:10,16:10,D+1,D+30,D+32,D+0,1.4000000000000001,,20,-0.35656140000000003,-3.8558119,-3.5296347,LONG_ONLY,,false,false,3492853
KAPITALO KAPPA FICFIM ACCESS,17429959000140,,3712223,2013-02-27T00:00:00.000-0300,BRL,false,BTG PACTUAL GESTAO E CONSULTORIA DE INVESTIMENTOS,BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Multimercados,Multimercado livre,CDI,true,10000,10000,10000,13:40,13:40,D+0,D+30,D+31,D+0,0.6,,0,-0.4430868,-0.7228101,2.3934012,,,false,false,1187750
M8 Credit Opportunities FICFIM CrPr,26841302000186,,1946071,2017-07-11T00:00:00.000-0300,BRL,false,M8 PARTNERS GESTORA DE RECURSOS LTDA.,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores qualificados,Direitos Creditórios,Direitos Creditórios,CDI,false,10000,1000,10000,15:20,15:20,D+0,D+90,D+91,D+0,0.97,,,0.0634855,0.6865505000000001,7.2764709,CREDITO_ESTRUTURADO_1,,false,false,755961
WESTERN ASSET ATIVO MAX RF,04192419000143,BRWAB1CTF003,2949028,2004-10-07T00:00:00.000-0300,BRL,false,FRANKLIN TEMPLETON BRASIL LTDA,BANCO BNP PARIBAS BRASIL S.A.,BANCO BNP PARIBAS BRASIL S.A.,Investidores em geral (Não qualificados),Renda Fixa,RF duração livre soberano,CDI,true,500,100,500,14:10,14:10,D+0,D+0,D+1,D+0,0.8,,,-0.057718900000000004,-0.1158313,4.3986735,ATIVO,,false,false,1027854
Nu Smart ETFs Brasil FIA,60761399000155,BR0O32CTF001,15222693,2025-09-12T00:00:00.000-0300,BRL,false,NU ASSET MANAGEMENT LTDA.,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Ações,Ações Livre,CDI,true,0,0,0,14:40,14:40,D+1,D+1,D+3,D+0,1,,,-0.4912866,-1.5114824,0.6758538000000001,LONG_ONLY,,false,false,57462008
ORGANON FICFIA,17400251000166,,3947374,2013-02-22T00:00:00.000-0300,BRL,false,ORGANON CAPITAL GESTAO DE INVESTIMENTOS LTDA,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores qualificados,Ações,Ações Livre,CDI,false,10000,1000,5000,15:20,15:20,D+1,D+30,D+32,D+0,1.8,,15,-0.618868,-2.5541035,2.129972,SMALL_CAPS,,false,false,1250794
TRUXT I VALOR FICFIA,26269603000187,BRTRX8CTF008,1685244,2017-06-02T00:00:00.000-0300,BRL,false,TRUXT INVESTIMENTOS LTDA.,INTRAG DISTR DE TITULOS EVALORES MOBILIARIOS LTDA,ITAU UNIBANCO S.A.,Investidores qualificados,Ações,Ações Livre,IPCA,true,5000,1000,5000,14:10,14:10,D+1,D+30,D+32,D+0,1.9000000000000001,,20,-0.5291014,-2.4105236,-3.2336094,LONG_ONLY,,false,false,532511
Absolute Hidra IPCA NTNB35 FICFIRF,66829580000132,,18291241,2026-06-09T00:00:00.000-0300,BRL,false,ABSOLUTE DHAMA GESTAO DE INVESTIMENTOS LTDA,BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Renda Fixa,RF duração livre crédito livre,-,true,500,100,100,14:40,14:40,D+0,D+30,D+31,D+0,0.68,,20,0,0,0,INFLACAO,,false,false,65035848
KAPITALO K10 FICFIM ACCESS,43984537000146,,5232101,2021-11-10T00:00:00.000-0300,BRL,false,BTG PACTUAL GESTAO E CONSULTORIA DE INVESTIMENTOS,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Multimercados,Multimercado livre,CDI,true,500,100,100,13:40,13:40,D+0,D+30,D+31,D+0,2,,20,-0.4700588,-1.2822685,0.9537749999999999,,,false,false,3079559
Safra Vitesse FIRF CrPr,11447124000136,,1669654,2011-08-16T00:00:00.000-0300,BRL,false,SAFRA  DISTRIBUIDORA DE TITULOS E VALORES MO,SAFRA  DISTRIBUIDORA DE TITULOS E VALORES MO,BANCO SAFRA S A,Investidores em geral (Não qualificados),Renda Fixa,RF duração baixa grau de investimento,CDI,true,1000,1000,1000,13:40,13:40,D+0,D+30,D+31,D+0,0.5,,,0.0588781,0.5782602,6.2828716,CREDITO_POS,,false,false,537430
