grupo;codigo_ativo;data_referencia;data_vencimento;percentual_taxa;percent_reune;emissor;taxa_compra;taxa_venda;taxa_indicativa;desvio_padrao;val_min_intervalo;val_max_intervalo;pu;percent_pu_par;duration
DI SPREAD;PFOR26;2026-06-16;2032-07-15;DI + 1,6000%;15%;PRIO FORTE S.A (*);1.6639;1.3950;1.5262;0.03;1.49;1.55;1066.657611;100.26;924.0
DI SPREAD;PLSB2A;2026-06-16;2028-10-15;DI + 1,5500%;--;AUTOPISTA LITORAL SUL S/A. (*);1.4589;1.0354;1.2600;0.05;1.20;1.31;833.138410;100.36;325.0
DI SPREAD;RADL15;2026-06-16;2029-01-25;DI + 1,4900%;--;RAIA DROGASIL S/A (*);0.8000;0.4483;0.6138;0.06;0.54;0.68;1075.104282;101.53;444.0
DI SPREAD;RDORA5;2026-06-16;2032-10-15;DI + 2,0000%;--;REDE DOR SÃO LUIZ S/A (*);1.3539;1.0593;1.2170;0.06;1.15;1.27;1058.523616;103.21;1040.0
DI SPREAD;RDORD9;2026-06-16;2031-07-25;DI + 2,2500%;--;REDE DOR SÃO LUIZ S/A (*);1.6631;1.4000;1.5135;0.02;1.49;1.53;1084.577424;102.14;741.0
DI SPREAD;RDORG6;2026-06-16;2032-08-20;DI + 1,0000%;--;REDE DOR SÃO LUIZ S/A (*);1.1751;0.9537;1.0286;0.03;0.99;1.06;1045.135423;99.88;1019.0
IPCA SPREAD;RENTD1;2026-06-16;2031-12-15;IPCA + 8,8670%;--;LOCALIZA RENT A CAR (*);10.1962;9.7423;9.9545;0.12;9.83;10.07;1156.681185;94.70;1378.0
DI SPREAD;RENTE9;2026-06-16;2034-04-16;DI + 2,1500%;--;LOCALIZA RENT A CAR (*);1.5901;1.1816;1.3805;0.03;1.34;1.41;1058.734834;103.27;1080.0
IPCA SPREAD;RIS422;2026-06-16;2042-01-15;IPCA + 7,2000%;--;AGUAS DO RIO 4 SPE S.A (*);11.9921;10.8512;11.3954;0.18;11.20;11.58;8.747219;74.19;1852.0
DI SPREAD;RNDNA0;2026-06-16;2027-11-09;DI + 1,5000%;--;RANDON S.A. IMPLEMENTOS E PARTICIPACOES (*);1.8623;1.5593;1.6760;0.11;1.56;1.78;1012.670282;99.77;324.0
IPCA SPREAD;SAELA1;2026-06-16;2030-01-15;IPCA + 6,0123%;--;ENERGISA PARAIBA - DISTR.DE ENERGIA S/A;8.3702;8.1881;8.2768;0.08;8.19;8.35;1200.080693;94.32;693.0
IPCA SPREAD;SAELB3;2026-06-16;2039-04-15;IPCA + 6,4045%;--;ENERGISA PARAIBA - DISTR.DE ENERGIA S/A;7.9490;7.7583;7.8799;0.06;7.81;7.94;1000.275786;89.24;2053.0
DI SPREAD;SBSPC3;2026-06-16;2027-05-10;DI + 0,6300%;--;CIA. DE SANEAMENTO BÁSICO DO ESTADO DE SP - SABESP;0.5969;0.2214;0.4133;0.03;0.37;0.44;338.647558;100.18;215.0
IPCA SPREAD;SBSPC4;2026-06-16;2026-07-15;IPCA + 3,2000%;--;CIA. DE SANEAMENTO BÁSICO DO ESTADO DE SP - SABESP;11.3215;;10.5951;0.36;10.22;10.96;1498.853832;99.42;21.0
IPCA SPREAD;SBSPF9;2026-06-16;2036-12-15;IPCA + 5,4478%;--;CIA. DE SANEAMENTO BÁSICO DO ESTADO DE SP - SABESP (*);7.7765;7.5153;7.6276;0.09;7.53;7.72;1108.809151;86.07;1821.0
IPCA SPREAD;SERI11;2026-06-16;2042-04-15;IPCA + 6,7830%;35%;SERRA DO SERIDO F2 HOLDING S.A. (*);9.1584;8.7461;8.9138;0.03;8.87;8.94;921.573324;90.36;1253.0
DI SPREAD;SIMH16;2026-06-16;2029-12-20;DI + 3,2000%;50%;SIMPAR S.A. (*);4.3057;3.3331;4.0027;0.38;3.61;4.38;1061.095025;98.04;639.0
DI SPREAD;SMFTA0;2026-06-16;2029-07-18;DI + 1,1000%;--;SMARTFIT ESCOLA DE GINASTICA E DANCA S/A (*);0.7470;0.4758;0.6552;0.02;0.62;0.68;1070.255736;100.92;527.0
DI SPREAD;SMFTA1;2026-06-16;2029-10-30;DI + 0,8900%;--;SMARTFIT ESCOLA DE GINASTICA E DANCA S/A (*);0.8080;0.6500;0.7598;0.04;0.71;0.80;1020.928595;100.30;599.0
DI SPREAD;SMFTA3;2026-06-16;2030-10-09;DI + 0,5800%;--;SMARTFIT ESCOLA DE GINASTICA E DANCA S/A (*);0.8739;0.7092;0.7963;0.06;0.72;0.86;1018.992214;99.36;746.0
DI SPREAD;SMFTB3;2026-06-16;2032-10-09;DI + 0,6800%;--;SMARTFIT ESCOLA DE GINASTICA E DANCA S/A (*);1.1947;0.7229;0.9468;0.10;0.84;1.04;1014.914846;98.95;1003.0
DI SPREAD;STBP15;2026-06-16;2029-08-15;DI + 0,5500%;--;SANTOS BRASIL PARTICIPAÇÕES S/A (*);0.8959;0.5612;0.6967;0.10;0.58;0.80;1042.247269;99.63;635.0
IPCA SPREAD;SUMI17;2026-06-16;2031-07-15;IPCA + 7,7490%;5%;GIGA MAIS FIBRA TELECOMUNICACOES S.A. (*);14.8634;13.2333;14.1074;0.39;13.71;14.50;912.298233;80.68;927.0
IPCA SPREAD;SUZB29;2026-06-16;2033-06-15;IPCA + 6,2477%;--;SUZANO S.A. (*);7.8071;7.5040;7.6649;0.06;7.59;7.73;1063.138496;92.67;1439.0
DI SPREAD;SVEA15;2026-06-16;2032-06-06;DI + 2,1000%;--;SOLVI ESSENCIS AMBIENTAL S.A. (*);2.2634;1.9000;2.0284;0.08;1.94;2.10;1005.573196;100.18;668.0
DI SPREAD;SVEA16;2026-06-16;2035-11-12;DI + 2,5000%;--;SOLVI ESSENCIS AMBIENTAL S.A. (*);2.5929;2.3208;2.4566;0.02;2.43;2.47;1017.097180;100.17;1064.0
IPCA SPREAD;TAEE17;2026-06-16;2044-09-15;IPCA + 4,5000%;--;TRANS. ALIANÇA DE ENERGIA ELÉTRICA S/A;7.9253;7.5918;7.7432;0.07;7.67;7.81;1427.922914;79.86;1749.0
DI SPREAD;TAEEA6;2026-06-16;2031-09-15;DI + 0,5500%;45%;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A. (*);0.8048;0.4926;0.5644;0.13;0.43;0.69;1034.842121;99.95;869.0
DI SPREAD;TAEEC1;2026-06-16;2027-01-15;DI + 1,3600%;--;TRANS. ALIANÇA DE ENERGIA ELÉTRICA S/A;0.4207;0.2063;0.3316;0.05;0.27;0.38;356.252953;100.56;138.0
IPCA SPREAD;TIET29;2026-06-16;2029-03-15;IPCA + 4,7133%;15%;AES TIETE ENERGIA S/A (*) (**);8.6615;8.4454;8.5498;0.11;8.43;8.66;1406.194315;94.25;411.0
IPCA SPREAD;TIET39;2026-06-16;2029-03-15;IPCA + 4,7133%;--;AES TIETE ENERGIA S/A (*) (**);8.6626;8.4738;8.6013;0.12;8.47;8.72;1403.975344;94.10;416.0
DI SPREAD;TIGR21;2026-06-16;2028-11-10;DI + 1,7000%;--;TIGRE S.A PARTICIPACOES (*);2.2183;0.9256;1.5470;0.07;1.46;1.62;1017.695685;100.25;422.0
IPCA SPREAD;TPNO13;2026-06-16;2038-12-15;IPCA + 4,9335%;--;MATRINCHA TRANSMISSORA DE ENERGIA  TP NORTE SA (*);7.7166;7.5968;7.6523;0.08;7.56;7.74;1054.038751;83.59;1719.0
IPCA SPREAD;TRCC11;2026-06-16;2028-09-15;IPCA + 6,5333%;--;TCC - TRANSMISSORA CAMINHO DO CAFÉ S.A.;8.4367;8.2602;8.3058;0.07;8.22;8.38;1023.393861;97.13;442.0
DI SPREAD;TSSG13;2026-06-16;2029-06-20;DI + 0,9800%;--;TRANSPORTADORA ASSOCIADA DE GAS S.A. - TAG (*);0.8090;0.2645;0.5654;0.07;0.49;0.63;1081.657990;100.97;592.0
IPCA SPREAD;UHSM12;2026-06-16;2036-10-15;IPCA + 5,8198%;35%;UHE SAO SIMAO ENERGIA S/A;7.8510;7.5633;7.6407;0.07;7.56;7.71;1152.553426;88.94;1711.0
DI SPREAD;UNIP18;2026-06-16;2030-10-16;DI + 2,0500%;--;UNIPAR CARBOCLORO S/A (*);1.7185;1.4000;1.5151;0.08;1.43;1.59;1040.789352;101.54;735.0
DI SPREAD;UNIP19;2026-06-16;2029-09-05;DI + 0,8500%;--;UNIPAR CARBOCLORO S/A (*);1.6556;1.1252;1.3170;0.26;1.05;1.57;1028.115146;98.82;645.0
DI SPREAD;UQFN14;2026-06-16;2026-10-15;DI + 1,9000%;--;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;1.2500;0.5796;0.9007;0.00;0.89;0.90;96.446916;100.33;85.0
IPCA SPREAD;VALEB0;2026-06-16;2036-10-15;IPCA + 6,4368%;--;VALE S/A (*);7.3307;7.0303;7.1891;0.19;6.99;7.38;1041.757363;94.79;1900.0
IPCA SPREAD;VALEB1;2026-06-16;2032-05-15;IPCA + 6,8881%;45%;VALE S/A (*);7.6080;7.1776;7.3317;0.14;7.18;7.48;1032.504987;97.98;1237.0
IPCA SPREAD;VALEC1;2026-06-16;2035-05-15;IPCA + 6,7624%;--;VALE S/A (*);7.5072;7.1493;7.3184;0.14;7.17;7.46;1017.201859;96.54;1701.0
DI SPREAD;VAMO24;2026-06-16;2031-10-15;DI + 2,8000%;--;VAMOS LOCACAO DE CAMINHOES, MAQUINAS E EQUIPAMENTOS S.A. (*);4.4374;3.7000;4.0112;0.26;3.75;4.27;990.136501;96.42;779.0
IPCA SPREAD;VAMO34;2026-06-16;2031-10-15;IPCA + 7,6897%;--;VAMOS LOCACAO DE CAMINHOES, MAQUINAS E EQUIPAMENTOS S.A. (*);15.8098;;14.9285;0.92;14.00;15.85;1015.163193;78.94;899.0
IPCA SPREAD;VERO12;2026-06-16;2030-03-17;IPCA + 9,3400%;--;VERO S.A. (*);;;;;;;939.255859;79.31;
IPCA SPREAD;VERO35;2026-06-16;2035-07-15;IPCA + 9,2707%;--;VERO S.A. (*);;;;;;;854.679029;79.24;
DI SPREAD;VIXL15;2026-06-16;2026-10-26;DI + 2,1500%;--;VIX LOGÍSTICA S/A;1.3139;0.7884;1.0240;0.09;0.92;1.11;512.705642;100.40;92.0
DI SPREAD;VIXL18;2026-06-16;2030-06-11;DI + 2,0000%;--;VIX LOGÍSTICA S/A (*);1.2777;0.8970;1.0710;0.06;1.00;1.13;1024.449023;102.25;615.0
DI SPREAD;VLIDA0;2026-06-16;2029-04-26;DI + 1,9500%;5%;VALID SOLUCOES S/A (*);1.5870;1.1381;1.3125;0.12;1.19;1.43;1029.973036;100.87;352.0
DI SPREAD;VLIDA1;2026-06-16;2030-12-15;DI + 1,0000%;--;VALID SOLUCOES S/A (*);1.7699;1.1916;1.4663;0.08;1.38;1.54;987.752888;98.71;704.0
PREFIXADO;VLIM25;2026-06-16;2031-04-15;PREFIXADO + 11,4400%;--;VLI MULTIMODAL S/A (*);;;;;;;;;
IPCA SPREAD;VLIM28;2026-06-16;2037-10-15;IPCA + 6,7052%;5%;VLI MULTIMODAL S/A (*);7.9220;7.6040;7.7278;0.03;7.69;7.76;974.201147;92.89;1929.0
IPCA SPREAD;VPLT12;2026-06-16;2027-06-15;IPCA + 3,9407%;--;VIAPAULISTA S.A.;9.9504;9.4228;9.4377;0.48;8.95;9.92;210.801209;95.87;205.0
DI SPREAD;AEGE17;2026-06-16;2035-06-15;DI + 3,4000%;--;EQUIPAV SANEAMENTO S.A. (*) (**);6.7513;4.1952;5.4085;0.14;5.26;5.54;923.572310;92.29;1035.0
DI SPREAD;AERI11;2026-06-16;2030-03-30;DI + 3,0000%;35%;AERIS INDUSTRIA E COMERCIO DE EQUIPAMENTOS PARA GERACAO DE ENERGIA S.A;;;;;;;118.085141;13.24;
DI SPREAD;AERI12;2026-06-16;2030-03-30;DI + 3,0000%;35%;AERIS INDUSTRIA E COMERCIO DE EQUIPAMENTOS PARA GERACAO DE ENERGIA S.A;;;;;;;145.400761;10.99;
IPCA SPREAD;AESLA9;2026-06-16;2035-05-15;IPCA + 6,9249%;15%;RGE SUL DISTRIBUIDORA DE ENERGIA S/A (*);8.0818;7.7990;7.8898;0.09;7.79;7.98;998.550602;94.62;1542.0
IPCA SPREAD;AESLB0;2026-06-16;2035-09-15;IPCA + 6,8967%;--;RGE SUL DISTRIBUIDORA DE ENERGIA S/A (*);7.9540;7.6211;7.7670;0.06;7.70;7.83;1003.973501;95.03;1575.0
DI SPREAD;ALGAA2;2026-06-16;2029-01-15;DI + 1,5500%;5%;ALGAR TELECOM S/A (*);1.1888;1.0148;1.0806;0.01;1.06;1.09;1072.165066;100.80;436.0
DI SPREAD;ANIM17;2026-06-16;2029-05-15;DI + 1,6000%;--;ANIMA HOLDING S/A (*);1.6582;1.2286;1.4472;0.02;1.41;1.47;1015.743219;100.30;516.0
DI SPREAD;ARML15;2026-06-16;2032-09-25;DI + 1,3500%;--;ARMAC LOCACAO LOGISTICA E SERVICOS S.A. (*);2.7900;2.3446;2.5919;0.22;2.37;2.81;988.380299;95.67;908.0
DI SPREAD;AURE13;2026-06-16;2031-10-10;DI + 0,5500%;15%;AUREN ENERGIA S.A. (*);0.9455;0.6892;0.8073;0.02;0.78;0.83;1016.420296;99.17;815.0
DI SPREAD;BCPSA6;2026-06-16;2028-10-10;DI + 0,5500%;--;CLARO S/A;0.5641;0.3394;0.4300;0.08;0.34;0.51;1027.315095;100.23;504.0
DI SPREAD;BRKMA6;2026-06-16;2029-05-12;DI + 1,7500%;--;BRASKEM S/A (*);;;;;;;491.133021;48.40;
DI SPREAD;CAEC13;2026-06-16;2032-08-07;DI + 1,3700%;--;COMPANHIA DE AGUA E ESGOTO DO CEARA - CAGECE (*);1.8950;1.3048;1.6270;0.07;1.55;1.69;1042.310020;99.08;916.0
DI SPREAD;CASN14;2026-06-16;2030-04-15;DI + 2,3000%;--;COMPANHIA CATARINENSE DE AGUAS E SANEAMENTO - CASAN;3.6763;2.5497;2.7588;0.55;2.20;3.31;992.109687;99.14;480.0
DI SPREAD;CDGS26;2026-06-16;2032-01-03;DI + 1,0000%;--;COPA ENERGIA S A (*);0.8945;0.6015;0.7834;0.07;0.70;0.85;1073.977922;100.72;843.0
IPCA SPREAD;CEAD11;2026-06-16;2030-06-15;IPCA + 6,6605%;--;CEA II CENTRAIS EOLICAS ASSURUA II SPE S/A;9.0219;8.8215;8.9036;0.10;8.80;9.00;685.891418;95.77;519.0
IPCA SPREAD;CEAP19;2026-06-16;2037-06-15;IPCA + 7,0606%;--;COMPANHIA DE ELETRICIDADE DO AMAPA - CEA (*);8.2429;8.0729;8.1306;0.08;8.04;8.21;976.042680;93.27;1751.0
DI SPREAD;CEEBA3;2026-06-16;2026-10-15;DI + 1,3400%;--;CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*) (**);1.1787;0.4944;0.9075;0.12;0.78;1.03;1025.913062;100.14;85.0
IPCA SPREAD;CEED13;2026-06-16;2030-07-15;IPCA + 6,5000%;--;COMPANHIA ESTADUAL DE DISTRIBUICAO DE ENERGIA ELETRICA - CEEE D (*);8.5674;8.4242;8.4763;0.13;8.33;8.61;1109.944167;94.39;787.0
DI SPREAD;CEED16;2026-06-16;2030-08-05;DI + 1,0500%;--;COMPANHIA ESTADUAL DE DISTRIBUICAO DE ENERGIA ELETRICA - CEEE D (*);0.7682;0.4687;0.6409;0.02;0.61;0.66;1062.594425;100.99;617.0
IPCA SPREAD;CEED21;2026-06-16;2029-08-15;IPCA + 5,4409%;--;COMPANHIA ESTADUAL DE DISTRIBUICAO DE ENERGIA ELETRICA - CEEE D;8.5129;8.2424;8.4548;0.16;8.28;8.62;1241.245823;93.31;616.0
IPCA SPREAD;CEPEB3;2026-06-16;2033-11-15;IPCA + 6,1000%;--;COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*);8.3444;8.2083;8.3018;0.28;8.01;8.58;1020.925421;89.65;1330.0
IPCA SPREAD;CESE32;2026-06-16;2030-09-15;IPCA + 7,4941%;50%;CELSE - CENTRAIS ELETRICAS DE SERGIPE S.A. (*);8.3499;8.0422;8.1456;0.05;8.09;8.19;1139.820702;98.04;820.0
IPCA SPREAD;CGASA2;2026-06-16;2036-12-15;IPCA + 7,1728%;--;COMPANHIA DE GAS DE SÃO PAULO - COMGAS (*);7.9537;7.5830;7.7914;0.06;7.73;7.85;1034.868108;95.76;1886.0
IPCA SPREAD;CLAG15;2026-06-16;2032-12-15;IPCA + 7,7700%;--;COLOMBO AGROINDUSTRIA SA (*);9.5132;8.9452;9.1987;0.29;8.90;9.48;970.857991;93.78;1222.0
IPCA SPREAD;CMGD28;2026-06-16;2029-06-15;IPCA + 6,1052%;--;CEMIG DISTRIBUIÇÃO S/A (*);8.4094;8.1890;8.2870;0.15;8.13;8.44;1133.311560;95.36;586.0
IPCA SPREAD;COCE18;2026-06-16;2032-05-15;IPCA + 6,2137%;--;COMPANHIA ENERGÉTICA DO CEARÁ - COELCE (*);9.3404;9.0567;9.1248;0.09;9.03;9.21;1071.011201;89.20;1057.0
IPCA SPREAD;COMR14;2026-06-16;2038-11-15;IPCA + 7,9171%;--;COMERC PARTICIPACOES S.A. (*);9.4303;9.1464;9.2768;0.10;9.17;9.38;1009.884528;93.44;1346.0
DI SPREAD;CPFPB8;2026-06-16;2031-09-10;DI + 0,5900%;--;COMPANHIA PIRATININGA DE FORÇA E LUZ (*);0.7380;0.4117;0.5941;0.05;0.54;0.64;1002.088659;99.98;879.0
IPCA SPREAD;CPGT27;2026-06-16;2031-10-15;IPCA + 5,7138%;--;COPEL GERAÇÃO E TRANSMISSÃO S/A (*);8.3059;8.0832;8.1672;0.08;8.08;8.24;1175.237188;91.61;956.0
IPCA SPREAD;CPGT28;2026-06-16;2035-01-15;IPCA + 6,8226%;--;COPEL GERAÇÃO E TRANSMISSÃO S/A (*);8.1922;7.8856;7.9827;0.16;7.81;8.14;1135.737453;93.89;1461.0
IPCA SPREAD;CPLD29;2026-06-16;2036-05-15;IPCA + 6,2831%;35%;COPEL DISTRIBUICAO S/A (*);8.1548;7.8301;7.9351;0.18;7.75;8.11;1013.375670;91.26;1478.0
IPCA SPREAD;CPLD37;2026-06-16;2032-05-15;IPCA + 6,1732%;--;COPEL DISTRIBUICAO S/A (*);8.2273;7.9822;8.0643;0.08;7.98;8.14;1111.180916;92.79;1063.0
IPCA SPREAD;CRCF12;2026-06-16;2041-03-15;IPCA + 8,4668%;10%;CONCESSIONARIA RODOVIAS DO CAFE SPE S.A. (*);9.0684;8.7299;8.8769;0.08;8.79;8.96;1136.359357;97.08;1963.0
IPCA SPREAD;CRNP13;2026-06-16;2047-12-15;IPCA + 8,3702%;--;CONCESSIONARIA DE RODOVIAS NOROESTE PAULISTA S.A. (*);8.7054;8.4708;8.5732;0.06;8.50;8.63;1026.091972;98.35;2222.0
DI SPREAD;CSMGB0;2026-06-16;2035-05-15;DI + 0,6000%;--;CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*);0.9967;0.7819;0.9062;0.07;0.83;0.98;1000.609628;98.89;918.0
IPCA SPREAD;CSMGE2;2026-06-16;2036-03-15;IPCA + 8,5670%;10%;CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*);9.5288;9.1982;9.3350;0.09;9.24;9.42;988.058745;96.68;1199.0
IPCA SPREAD;CSRN29;2026-06-16;2029-04-15;IPCA + 4,4986%;--;COMPANHIA ENERGÉTICA DO R. G. N. - COSERN;8.5028;8.3879;8.3910;0.08;8.30;8.47;1386.928031;93.86;433.0
IPCA SPREAD;CSRNC0;2026-06-16;2029-07-15;IPCA + 6,6230%;--;COMPANHIA ENERGÉTICA DO R. G. N. - COSERN (*);8.6459;8.3978;8.4547;0.23;8.22;8.68;1168.940726;96.10;586.0
IPCA SPREAD;CTEE2B;2026-06-16;2039-10-15;IPCA + 5,8640%;--;ISA ENERGIA BRASIL S.A. (*);7.5845;7.3265;7.4334;0.11;7.32;7.54;1134.784113;87.95;2164.0
IPCA SPREAD;CTNSA3;2026-06-16;2035-05-15;IPCA + 7,3000%;--;ENERGISA TOCANTINS - DISTRIBUIDORA DE ENERGIA S.A (*);8.3155;8.0965;8.2019;0.07;8.12;8.27;1002.211582;95.04;1522.0
IPCA SPREAD;DESK19;2026-06-16;2032-09-15;IPCA + 8,1215%;50%;DESKTOP S/A (*);8.4530;8.2258;8.3402;0.06;8.27;8.40;1048.408462;99.07;1159.0
DI SPREAD;EBENC1;2026-06-16;2032-12-19;DI + 0,7300%;15%;EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A. (*);0.8525;0.6032;0.7094;0.04;0.66;0.75;1071.480664;100.07;982.0
DI SPREAD;EDPR13;2026-06-16;2030-12-10;DI + 0,5200%;--;EDP TRANSMISSAO GOIAS S.A. (*);0.7950;0.5672;0.6522;0.01;0.63;0.66;998.999028;99.67;617.0
IPCA SPREAD;EDTE12;2026-06-16;2028-12-15;IPCA + 5,2939%;--;EDTE - EMPRESA DIAMANTINA DE TRANSMISSAO DE ENERGIA S.A. (*) (**);8.2700;8.1533;8.2302;0.08;8.14;8.31;983.078572;95.12;456.0
DI SPREAD;EEELA3;2026-06-16;2029-09-10;DI + 0,4900%;--;CPFL TRANSMISSAO S.A (*);0.6000;0.3102;0.4973;0.07;0.41;0.57;1002.048660;99.98;577.0
DI SPREAD;EESG13;2026-06-16;2029-06-25;DI + 2,7500%;--;ENVIRONMENTAL ESG PARTICIPACOES S.A. (*) (**);;;;;;;;;
IPCA SPREAD;EGIEA1;2026-06-16;2033-11-15;IPCA + 5,9325%;--;ENGIE BRASIL ENERGIA S.A. (*);7.9640;7.6581;7.7656;0.10;7.66;7.87;1071.291565;91.34;1321.0
PREFIXADO;EGIEA5;2026-06-16;2035-06-15;PREFIXADO + 12,8775%;--;ENGIE BRASIL ENERGIA S.A. (*);14.1963;13.3022;13.8315;0.11;13.72;13.94;1072.786337;95.95;1226.0
IPCA SPREAD;EGIEB4;2026-06-16;2032-01-15;IPCA + 7,5568%;50%;ENGIE BRASIL ENERGIA S.A. (*);8.0007;7.7207;7.8343;0.08;7.74;7.92;1150.150646;98.96;1015.0
IPCA SPREAD;EGVG11;2026-06-16;2029-10-15;IPCA + 3,7000%;--;ENEL GREEN POWER VOLTA GRANDE S.A.;8.4892;8.1154;8.2720;0.08;8.18;8.36;545.577535;92.82;428.0
IPCA SPREAD;EKTRB3;2026-06-16;2034-04-15;IPCA + 6,2587%;--;ELEKTRO REDES S.A. (*);8.3277;8.1325;8.2004;0.16;8.03;8.36;1012.441908;90.44;1387.0
IPCA SPREAD;EKTRB6;2026-06-16;2040-08-15;IPCA + 6,7636%;--;ELEKTRO REDES S.A. (*);8.0050;7.7509;7.8591;0.10;7.75;7.96;974.522467;91.56;2146.0
IPCA SPREAD;EKTRC1;2026-06-16;2029-07-15;IPCA + 6,6230%;--;ELEKTRO REDES S.A. (*) (**);8.5828;8.2793;8.4005;0.08;8.31;8.48;1170.302163;96.21;586.0
DI SPREAD;ELET15;2026-06-16;2029-04-15;DI + 0,8500%;--;CENTRAIS ELETRICAS BRASILEIRAS S/A ELETROBRAS (*);0.6365;0.4529;0.5550;0.01;0.53;0.57;1030.686105;100.68;591.0
DI SPREAD;ELET17;2026-06-16;2035-11-15;DI + 0,8500%;40%;CENTRAIS ELETRICAS BRASILEIRAS S/A ELETROBRAS (*);0.9500;0.7031;0.7880;0.03;0.75;0.82;1015.105415;100.30;1261.0
DI SPREAD;ELFA12;2026-06-16;2031-12-13;DI + 3,4000%;35%;ELFA MEDICAMENTOS SA (*) (**);;;;;;;440.788008;45.02;
DI SPREAD;ENERB5;2026-06-16;2029-12-15;DI + 0,8000%;--;ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A.;0.8500;0.4500;0.6848;0.05;0.62;0.74;1003.818961;100.32;715.0
DI SPREAD;ENEVD0;2026-06-16;2031-04-15;DI + 1,1500%;--;ENEVA S.A. (*);0.8556;0.5840;0.7147;0.03;0.68;0.74;1038.487629;101.40;815.0
DI SPREAD;ENGIB1;2026-06-16;2029-09-04;DI + 0,8000%;--;ENERGISA S/A;0.7871;0.5328;0.6507;0.05;0.59;0.70;1044.791007;100.38;646.0
DI SPREAD;ENMTC2;2026-06-16;2031-12-15;DI + 0,9500%;--;ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.;0.8581;0.5819;0.7193;0.03;0.68;0.75;1009.015025;100.84;926.0
IPCA SPREAD;ENMTC5;2026-06-16;2035-09-15;IPCA + 7,0999%;10%;ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A. (*);8.1541;7.8968;7.9795;0.09;7.88;8.07;1003.360312;94.60;1700.0
IPCA SPREAD;ENMTD2;2026-06-16;2034-12-15;IPCA + 7,0292%;--;ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.;8.1626;7.9474;8.0565;0.07;7.97;8.13;1016.332956;93.97;1630.0
IPCA SPREAD;ENMTF8;2026-06-16;2036-02-15;IPCA + 6,6675%;50%;ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A. (*);8.1340;7.9251;7.9948;0.06;7.93;8.05;953.276458;91.60;1769.0
IPCA SPREAD;ENSEC4;2026-06-16;2040-09-15;IPCA + 6,9467%;5%;ENERGISA SERGIPE - DIST.DE ENERGIA S/A (*);7.8832;7.6670;7.7612;0.07;7.68;7.83;992.887253;93.64;2159.0
IPCA SPREAD;EQMAA2;2026-06-16;2036-09-15;IPCA + 6,6493%;--;EQUATORIAL MARANHAO DISTRIBUIDORA DE ENERGIA S.A (*);8.2646;8.0142;8.1086;0.13;7.97;8.24;1016.013537;91.44;1643.0
IPCA SPREAD;EQPA18;2026-06-16;2036-12-15;IPCA + 7,7477%;10%;EQUATORIAL PARA DISTRIBUIDORA DE ENERGIA S.A. (*);8.2356;7.9314;8.0642;0.09;7.97;8.15;1060.199833;98.07;1662.0
IPCA SPREAD;EQPA19;2026-06-16;2037-06-15;IPCA + 7,0606%;10%;EQUATORIAL PARA DISTRIBUIDORA DE ENERGIA S.A. (*);8.2112;7.9706;8.0813;0.05;8.02;8.13;979.142819;93.56;1752.0
DI SPREAD;EQPAA0;2026-06-16;2032-09-15;DI + 0,6500%;--;EQUATORIAL PARA DISTRIBUIDORA DE ENERGIA S.A. (*);0.8697;0.6688;0.7711;0.04;0.73;0.81;1031.116960;99.56;909.0
DI SPREAD;FLCLA4;2026-06-16;2027-08-22;DI + 1,6000%;--;ENERGISA MINAS RIO - DISTRIBUIDORA DE ENERGIA S.A.;0.5634;0.2575;0.4405;0.12;0.31;0.56;1055.303983;100.73;161.0
IPCA SPREAD;FLCLA9;2026-06-16;2035-10-15;IPCA + 7,2318%;--;ENERGISA MINAS RIO - DISTRIBUIDORA DE ENERGIA S.A. (*);8.1373;7.9547;8.0398;0.05;7.98;8.09;997.071141;94.99;1713.0
DI SPREAD;FLRY18;2026-06-16;2028-10-23;DI + 1,2300%;--;FLEURY S/A (*);1.0990;0.4351;0.7525;0.00;0.74;0.76;1029.157837;100.77;412.0
IPCA SPREAD;GASC26;2026-06-16;2039-06-15;IPCA + 6,5318%;--;RUMO MALHA PAULISTA S/A (*);8.8781;8.3833;8.4929;0.13;8.36;8.62;947.058178;85.89;2061.0
DI SPREAD;HAPVA0;2026-06-16;2033-10-15;DI + 1,0500%;5%;HAPVIDA PARTICIPACOES E INVESTIMENTOS S/A (*);7.7514;5.7522;6.8863;0.94;5.93;7.83;808.132253;78.92;1019.0
IPCA SPREAD;HARG11;2026-06-16;2036-10-15;IPCA + 6,6647%;5%;HOLDING DO ARAGUAIA S.A. (*);8.9609;8.6607;8.8122;0.04;8.76;8.86;1049.502790;90.10;1290.0
